iter	Logloss
320	0.1295030799
321	0.1292462849
322	0.1289698016
323	0.1286697855
324	0.1283916489
325	0.1280903038
326	0.1278012814
327	0.1276588314
328	0.127393984
329	0.1272113999
330	0.1269892299
331	0.1266530043
332	0.1265098182
333	0.1262696918
334	0.1260525466
335	0.1257853224
336	0.1255561164
337	0.1254032227
338	0.1252567389
339	0.1249960876
340	0.1248305516
341	0.1245462586
342	0.1243844052
343	0.1241660424
344	0.1240591866
345	0.1239256876
346	0.1236675759
347	0.1234523699
348	0.1231959553
349	0.1230616369
350	0.1228994593
351	0.1226792638
352	0.1224352452
353	0.1222160521
354	0.1219543358
355	0.1217724518
356	0.1216003752
357	0.1212960977
358	0.1211400694
359	0.1209934311
360	0.1207965697
361	0.1206591256
362	0.1205391119
363	0.1203676998
364	0.1201276116
365	0.1199273584
366	0.1197223857
367	0.1195525516
368	0.1193272822
369	0.119102479
370	0.1190577625
371	0.118830323
372	0.1186967604
373	0.1185166391
374	0.118286121
375	0.1180676824
376	0.1178566993
377	0.1176351945
378	0.1173998191
379	0.1172368098
380	0.1171251567
381	0.1170068971
382	0.116815385
383	0.1167436797
384	0.1165790672
385	0.1163586224
386	0.1162286237
387	0.1160872852
388	0.1159235455
389	0.1157617826
390	0.1155559592
391	0.1153586343
392	0.115094035
393	0.1147809057
394	0.1146670583
395	0.1145247346
396	0.114363928
397	0.1141283322
398	0.1138699879
399	0.113741102
400	0.113513085
401	0.1133967693
402	0.1132150883
403	0.1130287031
404	0.1128044429
405	0.1126147528
406	0.1124909274
407	0.1123457808
408	0.1121861065
409	0.1119882167
410	0.1118333561
411	0.1115460658
412	0.1113751297
413	0.1112571102
414	0.1111223576
415	0.1109483965
416	0.1107441079
417	0.1106306587
418	0.1104809221
419	0.1103363834
420	0.110169124
421	0.110062733
422	0.109860637
423	0.1096339132
424	0.1094957501
425	0.1093370396
426	0.1091659521
427	0.1089863022
428	0.1088553351
429	0.1087270332
430	0.1086343842
431	0.1084773577
432	0.1082208457
433	0.1080507673
434	0.1078484915
435	0.107680922
436	0.107481052
437	0.1073156206
438	0.1071377694
439	0.1069354615
440	0.1067946978
441	0.1067107449
442	0.1065598806
443	0.1064503881
444	0.1063119202
445	0.1061880842
446	0.1060716331
447	0.1058897971
448	0.1056259604
449	0.1055477137
450	0.105408517
451	0.1052512283
452	0.1051489248
453	0.1049810484
454	0.104785395
455	0.1046048763
456	0.1045165167
457	0.1044438985
458	0.1042478832
459	0.1041599521
460	0.1040725556
461	0.10386069
462	0.1036997438
463	0.1035284165
464	0.1033676122
465	0.1033059585
466	0.1031324449
467	0.102986773
468	0.1029123583
469	0.1027763343
470	0.1026733216
471	0.1025248387
472	0.102338521
473	0.1022371861
474	0.1021045844
475	0.1019742317
476	0.1018646911
477	0.101729185
478	0.1016265906
479	0.1015096967
480	0.1013970638
481	0.1013300441
482	0.1012246098
483	0.1011112895
484	0.1010330212
485	0.1009387912
486	0.1008189449
487	0.100735626
488	0.1006707167
489	0.1005200708
490	0.1003605445
491	0.1002674724
492	0.1001817077
493	0.100002983
494	0.09978173536
495	0.09960737897
496	0.09946442929
497	0.09939751497
498	0.09932637667
499	0.09921178389
500	0.09912399335
501	0.09900671494
502	0.09887727111
503	0.09868674061
504	0.098558479
505	0.09843495238
506	0.09834210378
507	0.09816113276
508	0.09799060734
509	0.09779155741
510	0.09767326206
511	0.09761371973
512	0.09746830904
513	0.0973628962
514	0.09724885443
515	0.09716692027
516	0.09706724642
517	0.09690849934
518	0.09679795146
519	0.09662056542
520	0.09652481011
521	0.09641962887
522	0.09631271397
523	0.09623421994
524	0.09615348103
525	0.09601985313
526	0.09580701102
527	0.09576011553
528	0.09564063336
529	0.09550406536
530	0.09539188331
531	0.09533315028
532	0.09519464707
533	0.09510341604
534	0.09497480547
535	0.09485940339
536	0.09479451729
537	0.0946372351
538	0.09449280251
539	0.09441556029
540	0.09430316051
541	0.09423961704
542	0.09417099866
543	0.09410812017
544	0.09398742532
545	0.09392787345
546	0.09379594233
547	0.09362552324
548	0.09351292576
549	0.09337213454
550	0.09326846649
551	0.093200397
552	0.09302196661
553	0.09288668387
554	0.0928128514
555	0.09265269041
556	0.09257234823
557	0.09244299657
558	0.09233007771
559	0.09221790565
560	0.09213666236
561	0.09203246317
562	0.091904534
563	0.09169690004
564	0.0916413546
565	0.09153664532
566	0.09146164975
567	0.09129240971
568	0.0911513626
569	0.09106411408
570	0.09096371289
571	0.09087115451
572	0.09073488445
573	0.09065367856
574	0.09058275972
575	0.0905185338
576	0.09040033651
577	0.0903433523
578	0.09014168195
579	0.08994876188
580	0.08985947731
581	0.08976693613
582	0.08970263513
583	0.08955469433
584	0.08945111644
585	0.08936425864
586	0.08925312148
587	0.0892059812
588	0.08914011672
589	0.0890265519
590	0.08889221544
591	0.08878244615
592	0.08868889539
593	0.08853705825
594	0.08848983546
595	0.08838188988
596	0.08826174121
597	0.08819787357
598	0.08809717709
599	0.08798396785
600	0.08790027468
601	0.08778806307
602	0.08770385008
603	0.08763359609
604	0.08760543816
605	0.08751809698
606	0.08732497557
607	0.08726086459
608	0.08716688742
609	0.08708134791
610	0.08697790204
611	0.08678609352
612	0.086640991
613	0.0865226971
614	0.08645262028
615	0.0863678135
616	0.0862145667
617	0.08610412028
618	0.08602300082
619	0.0859407297
620	0.08585800997
621	0.0857571354
622	0.0857152513
623	0.08567480589
624	0.08554983011
625	0.08544016348
626	0.0853350192
627	0.08520621865
628	0.08515208549
629	0.0850479087
630	0.08492329964
631	0.08479839893
632	0.08470622304
633	0.08457335638
634	0.08446119948
635	0.08432022856
636	0.0842016324
637	0.08411333645
638	0.0840328789
639	0.08384254339
640	0.08371172445
641	0.08363366024
642	0.08357321715
643	0.08349757191
644	0.08340483776
645	0.08337235813
646	0.08328299029
647	0.08320401926
648	0.08311144804
649	0.08299835869
650	0.08290101878
651	0.0828409281
652	0.08279192828
653	0.08267619801
654	0.08255329677
655	0.0824632701
656	0.08236797376
657	0.08228089597
658	0.08216815843
659	0.08207315703
660	0.08198878504
661	0.08192344491
662	0.08184882051
663	0.08175206123
664	0.08164217326
665	0.0815736263
666	0.08151466973
667	0.08142334989
668	0.08130368825
669	0.08124407021
670	0.08112025879
671	0.08103047154
672	0.08095195271
673	0.08083936444
674	0.08078018509
675	0.08070840103
676	0.08062396656
677	0.08053227221
678	0.08045843865
679	0.08042849104
680	0.08032804102
681	0.08025374892
682	0.0801889218
683	0.08006577344
684	0.07996729253
685	0.07982724497
686	0.07970435334
687	0.07964176098
688	0.0795932146
689	0.07953616457
690	0.07943431794
691	0.07935966321
692	0.07928077517
693	0.07914895789
694	0.07903355528
695	0.07896365471
696	0.07887867402
697	0.07880077894
698	0.07872554789
699	0.0786765056
700	0.07855945975
701	0.0785111711
702	0.07844218749
703	0.07831270795
704	0.0782407264
705	0.07818650179
706	0.07812050942
707	0.0779854952
708	0.0778872354
709	0.07783084894
710	0.07773339299
711	0.07763680429
712	0.07757846365
713	0.07750348696
714	0.07743954974
715	0.07735107776
716	0.07727146996
717	0.077189459
718	0.07699227892
719	0.07693351734
720	0.07685240915
721	0.07678120974
722	0.07671883389
723	0.0765966836
724	0.07650999304
725	0.0764379897
726	0.0763618977
727	0.07624289877
728	0.07617207004
729	0.07606284403
730	0.07599546533
731	0.07593529759
732	0.07582976567
733	0.07578534629
734	0.07568792832
735	0.07556099339
736	0.07551879116
737	0.07546157431
738	0.07540566698
739	0.07532093541
740	0.0752359857
741	0.07511797931
742	0.07507950124
743	0.0750420945
744	0.07496380987
745	0.07489002386
746	0.07477212775
747	0.07467562711
748	0.07461713984
749	0.07454872733
750	0.07446996488
751	0.07433993329
752	0.07425736324
753	0.07420640706
754	0.07415455144
755	0.0740360522
756	0.07391659644
757	0.07380157043
758	0.07374784459
759	0.07364365177
760	0.07360791534
761	0.07352003424
762	0.07347333588
763	0.07332173976
764	0.07325681172
765	0.0731695233
766	0.07309993123
767	0.07305081221
768	0.07297751614
769	0.07290514755
770	0.07286004031
771	0.07274840967
772	0.0726595554
773	0.07260720931
774	0.07257023159
775	0.07245623967
776	0.0723490139
777	0.07224353389
778	0.07219964556
779	0.07216098688
780	0.07205602879
781	0.07201812272
782	0.07194083049
783	0.07188278938
784	0.07184363036
785	0.07176066738
786	0.07167830265
787	0.07160745398
788	0.07156713772
789	0.07149792122
790	0.07143890783
791	0.07132471431
792	0.07125468458
793	0.07109861974
794	0.07103098647
795	0.07094314047
796	0.07082583698
797	0.07076160255
798	0.07068306231
799	0.07060358159
800	0.07054117309
801	0.0704718687
802	0.07044574612
803	0.07036911953
804	0.07032364233
805	0.07026909337
806	0.07017493225
807	0.07012215894
808	0.07004453841
809	0.06999954927
810	0.06995320446
811	0.06989538275
812	0.06979591913
813	0.06972131683
814	0.06963349032
815	0.06959627442
816	0.0695472473
817	0.06947059922
818	0.06932834477
819	0.06925426171
820	0.06913893896
821	0.06908158558
822	0.0690368422
823	0.06898684894
824	0.0689394484
825	0.06883403556
826	0.06881874217
827	0.06875926542
828	0.06871669162
829	0.06866218796
830	0.06854803157
831	0.06851171112
832	0.06844664604
833	0.06837523557
834	0.06831860307
835	0.06823616425
836	0.06817089216
837	0.06808906119
838	0.06806006106
839	0.06798168162
840	0.06790665766
841	0.06783828543
842	0.06773395943
843	0.06766868091
844	0.06758779626
845	0.0675084605
846	0.06742654567
847	0.06731218078
848	0.06725332932
849	0.06714616599
850	0.06709809724
851	0.06703559534
852	0.06693246958
853	0.06685336683
854	0.06677856786
855	0.06672614628
856	0.06664431847
857	0.06659428404
858	0.06651042938
859	0.06645390363
860	0.06634989626
861	0.06630363118
862	0.06623898218
863	0.06616172109
864	0.06611114266
865	0.06603903764
866	0.06598415597
867	0.06592689273
868	0.06584433743
869	0.06582440574
870	0.06577659024
871	0.0657266769
872	0.06565101916
873	0.06558022168
874	0.06551023467
875	0.06542644211
876	0.0653518017
877	0.06527077738
878	0.0651879289
879	0.06511900819
880	0.06506908324
881	0.0649888145
882	0.06489986744
883	0.06483405257
884	0.06475219406
885	0.06471437387
886	0.06460860064
887	0.06456471947
888	0.06452019934
889	0.06443777481
890	0.06439182564
891	0.06431840558
892	0.06426869703
893	0.06414138348
894	0.06408441804
895	0.06400699702
896	0.06396076034
897	0.06390442571
898	0.06382783104
899	0.06373500513
900	0.06367921408
901	0.06362010306
902	0.06353128658
903	0.0635088536
904	0.06344238941
905	0.06332856247
906	0.0632640883
907	0.06316274648
908	0.0631040399
909	0.06304946195
910	0.06301126194
911	0.06296999465
912	0.06291939432
913	0.06285482489
914	0.06278693984
915	0.06275573229
916	0.06271711697
917	0.06264971642
918	0.06258130187
919	0.06252898824
920	0.06247738648
921	0.06239427493
922	0.06232227572
923	0.06226871438
924	0.06220610686
925	0.06215935133
926	0.06204994077
927	0.06196279966
928	0.06192592278
929	0.06183430018
930	0.06178175633
931	0.06172601732
932	0.06164724793
933	0.06159490157
934	0.06153437114
935	0.06145298054
936	0.06139610881
937	0.06134224548
938	0.06125530751
939	0.06118888814
940	0.06109525238
941	0.06104142235
942	0.06096496535
943	0.06090571789
944	0.06084242872
945	0.06080985773
946	0.06077335137
947	0.06068149245
948	0.06059201748
949	0.06052521436
950	0.06047855746
951	0.06040946953
952	0.06035659107
953	0.06029321397
954	0.06022240984
955	0.06017537566
956	0.06013546287
957	0.06009130306
958	0.06004568093
959	0.06000020813
960	0.05995613711
961	0.05987190853
962	0.05980374383
963	0.0597730265
964	0.05970937353
965	0.05962996955
966	0.0595685533
967	0.05951389786
968	0.05945981255
969	0.05941426981
970	0.05933918224
971	0.05929133157
972	0.05923872593
973	0.0592012478
974	0.0591475279
975	0.05906443712
976	0.05903943857
977	0.05897596666
978	0.05895148427
979	0.0588721403
980	0.05879559289
981	0.05876140564
982	0.0587297072
983	0.05866702687
984	0.05860647511
985	0.05854202383
986	0.05846332087
987	0.05842489395
988	0.05833672292
989	0.05826530308
990	0.05822034149
991	0.05815328898
992	0.05809171385
993	0.05805500138
994	0.05800034549
995	0.05792838015
996	0.05787114166
997	0.05782774858
998	0.05777717786
999	0.05774438931
